date,store_nbr,transactions
2013-07-14,39,1587
2013-07-14,40,1151
2013-07-14,41,1189
2013-07-14,43,1243
2013-07-14,44,4383
2013-07-14,45,4135
2013-07-14,46,4058
2013-07-14,47,4077
2013-07-14,48,3715
2013-07-14,49,2306
2013-07-14,50,2958
2013-07-14,51,1923
2013-07-14,54,1010
2013-07-15,1,1781
2013-07-15,2,1725
2013-07-15,3,3052
2013-07-15,4,1406
2013-07-15,5,1544
2013-07-15,6,1740
2013-07-15,7,1792
2013-07-15,8,2778
2013-07-15,9,2266
2013-07-15,10,1103
2013-07-15,11,2424
2013-07-15,12,1260
2013-07-15,13,962
2013-07-15,14,1542
2013-07-15,15,1341
2013-07-15,16,1019
2013-07-15,17,1300
2013-07-15,18,1387
2013-07-15,19,1167
2013-07-15,23,1161
2013-07-15,24,2467
2013-07-15,25,670
2013-07-15,26,816
2013-07-15,27,1151
2013-07-15,28,1107
2013-07-15,31,1202
2013-07-15,32,745
2013-07-15,33,1174
2013-07-15,34,2446
2013-07-15,35,598
2013-07-15,36,883
2013-07-15,37,1414
2013-07-15,38,1481
2013-07-15,39,1372
2013-07-15,40,1275
2013-07-15,41,746
2013-07-15,43,1247
2013-07-15,44,3815
2013-07-15,45,3411
2013-07-15,46,3240
2013-07-15,47,3369
2013-07-15,48,2686
2013-07-15,49,1897
2013-07-15,50,2398
2013-07-15,51,1607
2013-07-15,54,750
2013-07-16,1,1904
2013-07-16,2,1819
2013-07-16,3,2953
2013-07-16,4,1460
2013-07-16,5,1431
2013-07-16,6,1725
2013-07-16,7,1722
2013-07-16,8,2775
2013-07-16,9,2298
2013-07-16,10,1197
2013-07-16,11,2429
2013-07-16,12,1256
2013-07-16,13,923
2013-07-16,14,1448
2013-07-16,15,1339
2013-07-16,16,971
2013-07-16,17,1352
2013-07-16,18,1477
2013-07-16,19,1064
2013-07-16,23,1131
2013-07-16,24,2440
2013-07-16,25,619
2013-07-16,26,800
2013-07-16,27,1085
2013-07-16,28,1143
2013-07-16,31,1207
2013-07-16,32,729
2013-07-16,33,1169
2013-07-16,34,2327
2013-07-16,35,658
2013-07-16,36,999
2013-07-16,37,1448
2013-07-16,38,1593
2013-07-16,39,1346
2013-07-16,40,1238
2013-07-16,41,764
2013-07-16,43,1220
2013-07-16,44,3860
2013-07-16,45,3040
2013-07-16,46,3086
2013-07-16,47,3289
2013-07-16,48,2471
2013-07-16,49,1752
2013-07-16,50,2473
2013-07-16,51,1568
2013-07-16,54,757
2013-07-17,1,1846
2013-07-17,2,1886
2013-07-17,3,3078
2013-07-17,4,1516
2013-07-17,5,1501
2013-07-17,6,1713
2013-07-17,7,1726
2013-07-17,8,2789
2013-07-17,9,2112
2013-07-17,10,979
2013-07-17,11,2176
2013-07-17,12,1244
2013-07-17,13,874
2013-07-17,14,1337
2013-07-17,15,1265
2013-07-17,16,968
2013-07-17,17,1145
2013-07-17,18,1331
2013-07-17,19,1184
2013-07-17,23,1151
2013-07-17,24,2630
2013-07-17,25,685
2013-07-17,26,795
2013-07-17,27,1183
2013-07-17,28,884
2013-07-17,31,1037
2013-07-17,32,653
2013-07-17,33,990
2013-07-17,34,2175
2013-07-17,35,519
2013-07-17,36,773
2013-07-17,37,1571
2013-07-17,38,1588
2013-07-17,39,1234
2013-07-17,40,1077
2013-07-17,41,798
2013-07-17,43,1075
2013-07-17,44,3889
2013-07-17,45,3176
2013-07-17,46,2987
2013-07-17,47,3272
2013-07-17,48,2440
2013-07-17,49,1882
2013-07-17,50,2294
2013-07-17,51,1748
2013-07-17,54,683
2013-07-18,1,1700
2013-07-18,2,1651
2013-07-18,3,2634
2013-07-18,4,1342
2013-07-18,5,1381
2013-07-18,6,1536
2013-07-18,7,1701
2013-07-18,8,2590
2013-07-18,9,2126
2013-07-18,10,982
2013-07-18,11,2261
2013-07-18,12,1182
2013-07-18,13,895
2013-07-18,14,1359
2013-07-18,15,1247
2013-07-18,16,845
2013-07-18,17,1183
2013-07-18,18,1294
2013-07-18,19,982
2013-07-18,23,1103
2013-07-18,24,2301
2013-07-18,25,647
2013-07-18,26,613
2013-07-18,27,1028
2013-07-18,28,879
2013-07-18,31,1075
2013-07-18,32,690
2013-07-18,33,946
2013-07-18,34,2155
2013-07-18,35,564
2013-07-18,36,821
2013-07-18,37,1431
2013-07-18,38,1431
2013-07-18,39,1340
2013-07-18,40,968
2013-07-18,41,728
2013-07-18,43,1106
2013-07-18,44,3445
2013-07-18,45,2836
2013-07-18,46,2857
2013-07-18,47,2807
2013-07-18,48,2395
2013-07-18,49,1780
2013-07-18,50,2323
2013-07-18,51,1522
2013-07-18,54,717
2013-07-19,1,1752
2013-07-19,2,1803
2013-07-19,3,3110
2013-07-19,4,1488
2013-07-19,5,1477
2013-07-19,6,1641
2013-07-19,7,1835
2013-07-19,8,2875
2013-07-19,9,1846
2013-07-19,10,981
2013-07-19,11,2266
2013-07-19,12,1125
2013-07-19,13,906
2013-07-19,14,1301
2013-07-19,15,1187
2013-07-19,16,860
2013-07-19,17,1151
2013-07-19,18,1263
2013-07-19,19,1070
2013-07-19,23,1133
2013-07-19,24,2544
2013-07-19,25,795
2013-07-19,26,684
2013-07-19,27,1093
2013-07-19,28,822
2013-07-19,31,1052
2013-07-19,32,631
2013-07-19,33,876
2013-07-19,34,2273
2013-07-19,35,484
2013-07-19,36,735
2013-07-19,37,1522
2013-07-19,38,1653
2013-07-19,39,1297
2013-07-19,40,975
2013-07-19,41,791
2013-07-19,43,1276
2013-07-19,44,3861
2013-07-19,45,3373
2013-07-19,46,3023
2013-07-19,47,3245
2013-07-19,48,2409
2013-07-19,49,1939
2013-07-19,50,2387
2013-07-19,51,1665
2013-07-19,54,756
2013-07-20,1,1336
2013-07-20,2,1850
2013-07-20,3,3498
2013-07-20,4,1637
2013-07-20,5,1513
2013-07-20,6,2014
2013-07-20,7,1711
2013-07-20,8,2883
2013-07-20,9,2359
2013-07-20,10,1243
2013-07-20,11,2530
2013-07-20,12,1353
2013-07-20,13,1213
2013-07-20,14,1900
2013-07-20,15,1303
2013-07-20,16,1131
2013-07-20,17,1456
2013-07-20,18,1238
2013-07-20,19,1844
2013-07-20,23,1170
2013-07-20,24,2562
2013-07-20,25,967
2013-07-20,26,817
2013-07-20,27,1483
2013-07-20,28,1227
2013-07-20,31,1519
2013-07-20,32,817
2013-07-20,33,1276
2013-07-20,34,2812
2013-07-20,35,601
2013-07-20,36,1075
2013-07-20,37,1505
2013-07-20,38,2102
2013-07-20,39,1639
2013-07-20,40,1212
2013-07-20,41,1009
2013-07-20,43,1240
2013-07-20,44,4411
2013-07-20,45,4102
2013-07-20,46,4222
2013-07-20,47,4037
2013-07-20,48,3312
2013-07-20,49,2400
2013-07-20,50,3158
2013-07-20,51,2036
2013-07-20,54,930
2013-07-21,1,448
2013-07-21,2,1716
2013-07-21,3,3260
2013-07-21,4,1664
2013-07-21,5,1450
2013-07-21,6,2039
2013-07-21,7,1376
2013-07-21,8,2581
2013-07-21,9,2158
2013-07-21,10,897
2013-07-21,11,2141
2013-07-21,12,1137
2013-07-21,13,848
2013-07-21,14,1024
2013-07-21,15,992
2013-07-21,16,1202
2013-07-21,17,1293
2013-07-21,18,1333
2013-07-21,19,1073
2013-07-21,23,1081
2013-07-21,24,1933
2013-07-21,25,693
2013-07-21,26,925
2013-07-21,27,1721
2013-07-21,28,1480
2013-07-21,31,1563
2013-07-21,32,721
2013-07-21,33,1221
2013-07-21,34,2360
2013-07-21,35,627
2013-07-21,36,1086
2013-07-21,37,1105
2013-07-21,38,2161
2013-07-21,39,1423
2013-07-21,40,1057
2013-07-21,41,1253
2013-07-21,43,1295
2013-07-21,44,4373
2013-07-21,45,3884
2013-07-21,46,4306
2013-07-21,47,3976
2013-07-21,48,3744
2013-07-21,49,2256
2013-07-21,50,2941
2013-07-21,51,1862
2013-07-21,54,1120
2013-07-22,1,1753
2013-07-22,2,1836
2013-07-22,3,2903
2013-07-22,4,1414
2013-07-22,5,1543
2013-07-22,6,1706
2013-07-22,7,1775
2013-07-22,8,2772
2013-07-22,9,2216
2013-07-22,10,1046
2013-07-22,11,2330
2013-07-22,12,1284
2013-07-22,13,967
2013-07-22,14,1589
2013-07-22,15,1578
2013-07-22,16,1067
2013-07-22,17,1279
2013-07-22,18,1366
2013-07-22,19,1305
2013-07-22,23,1159
2013-07-22,24,2461
2013-07-22,25,657
2013-07-22,26,671
2013-07-22,27,1154
2013-07-22,28,1029
2013-07-22,31,1190
2013-07-22,32,662
2013-07-22,33,1084
2013-07-22,34,2280
2013-07-22,35,533
2013-07-22,36,872
2013-07-22,37,1512
2013-07-22,38,1543
2013-07-22,39,1456
2013-07-22,40,1277
2013-07-22,41,773
2013-07-22,43,1213
2013-07-22,44,3773
2013-07-22,45,3206
2013-07-22,46,3197
2013-07-22,47,3278
2013-07-22,48,2539
2013-07-22,49,1804
2013-07-22,50,2350
2013-07-22,51,1547
2013-07-22,54,822
2013-07-23,1,1794
2013-07-23,2,1805
2013-07-23,3,2960
2013-07-23,4,1383
2013-07-23,5,1403
2013-07-23,6,1773
2013-07-23,7,1672
2013-07-23,8,2702
2013-07-23,9,2073
2013-07-23,10,1171
2013-07-23,11,2262
2013-07-23,12,1213
2013-07-23,13,921
2013-07-23,14,1458
2013-07-23,15,1470
2013-07-23,16,1021
2013-07-23,17,1276
2013-07-23,18,1385
2013-07-23,19,1109
2013-07-23,23,1144
2013-07-23,24,2408
2013-07-23,25,659
2013-07-23,26,679
2013-07-23,27,1138
2013-07-23,28,1033
2013-07-23,31,1257
2013-07-23,32,688
2013-07-23,33,1080
2013-07-23,34,2159
2013-07-23,35,552
2013-07-23,36,894
2013-07-23,37,1379
2013-07-23,38,1491
2013-07-23,39,1485
2013-07-23,40,1141
2013-07-23,41,777
2013-07-23,43,1105
2013-07-23,44,3576
2013-07-23,45,3107
2013-07-23,46,3004
2013-07-23,47,3212
2013-07-23,48,2385
2013-07-23,49,1822
2013-07-23,50,2348
2013-07-23,51,1527
2013-07-23,54,749
2013-07-24,1,1796
2013-07-24,2,1881
2013-07-24,3,3015
2013-07-24,4,1480
2013-07-24,5,1480
2013-07-24,6,1702
2013-07-24,7,1783
2013-07-24,8,2811
2013-07-24,9,1921
2013-07-24,10,932
2013-07-24,11,2254
2013-07-24,12,1151
2013-07-24,13,927
2013-07-24,14,1458
2013-07-24,15,1347
2013-07-24,16,898
2013-07-24,17,1184
2013-07-24,18,1207
2013-07-24,19,1236
2013-07-24,23,1230
2013-07-24,24,2457
2013-07-24,25,725
2013-07-24,26,574
2013-07-24,27,1140
2013-07-24,28,678
2013-07-24,31,955
2013-07-24,32,522
2013-07-24,33,928
2013-07-24,34,2053
2013-07-24,35,473
2013-07-24,36,799
2013-07-24,37,1546
2013-07-24,38,1645
2013-07-24,39,1273
2013-07-24,40,1050
2013-07-24,41,774
2013-07-24,43,1063
2013-07-24,44,3882
2013-07-24,45,3139
2013-07-24,46,3161
2013-07-24,47,3255
2013-07-24,48,2460
2013-07-24,49,1919
2013-07-24,50,2299
2013-07-24,51,1731
2013-07-24,54,682
2013-07-25,1,1697
2013-07-25,2,1786
2013-07-25,3,2792
2013-07-25,4,1347
2013-07-25,5,1304
2013-07-25,6,1532
2013-07-25,7,1626
2013-07-25,8,2548
2013-07-25,9,2032
2013-07-25,10,1005
2013-07-25,11,2312
2013-07-25,12,1287
2013-07-25,13,927
2013-07-25,14,1552
2013-07-25,15,1352
2013-07-25,16,876
2013-07-25,17,1104
2013-07-25,18,1267
2013-07-25,19,1200
2013-07-25,23,1088
2013-07-25,24,1834
2013-07-25,25,757
2013-07-25,26,700
2013-07-25,27,1533
2013-07-25,28,1031
2013-07-25,31,1203
2013-07-25,32,627
2013-07-25,33,920
2013-07-25,34,1877
2013-07-25,35,527
2013-07-25,36,909
2013-07-25,37,1416
2013-07-25,38,1421
2013-07-25,39,1276
2013-07-25,40,1046
2013-07-25,41,791
2013-07-25,43,1082
2013-07-25,44,3524
2013-07-25,45,2778
2013-07-25,46,2908
2013-07-25,47,3003
2013-07-25,48,2415
2013-07-25,49,1804
2013-07-25,50,2319
2013-07-25,51,1691
2013-07-25,54,734
2013-07-26,1,1808
2013-07-26,2,1868
2013-07-26,3,3040
2013-07-26,4,1493
2013-07-26,5,1386
2013-07-26,6,1665
2013-07-26,7,1833
2013-07-26,8,2709
2013-07-26,9,1993
2013-07-26,10,919
2013-07-26,11,2235
2013-07-26,12,1258
2013-07-26,13,1014
2013-07-26,14,1366
2013-07-26,15,1253
2013-07-26,16,861
2013-07-26,17,1099
2013-07-26,18,1141
2013-07-26,19,1287
2013-07-26,23,1129
2013-07-26,24,2461
2013-07-26,25,895
2013-07-26,26,707
2013-07-26,27,1088
2013-07-26,28,796
2013-07-26,31,1014
2013-07-26,32,589
2013-07-26,33,891
2013-07-26,34,2414
2013-07-26,35,452
2013-07-26,36,767
2013-07-26,37,1588
2013-07-26,38,1634
2013-07-26,39,1333
2013-07-26,40,995
2013-07-26,41,812
2013-07-26,43,1352
2013-07-26,44,4003
2013-07-26,45,3319
2013-07-26,46,3247
2013-07-26,47,3199
2013-07-26,48,2479
2013-07-26,49,1899
2013-07-26,50,2532
2013-07-26,51,1625
2013-07-26,54,822
2013-07-27,1,1247
2013-07-27,2,1961
2013-07-27,3,3333
2013-07-27,4,1582
2013-07-27,5,1551
2013-07-27,6,2008
2013-07-27,7,1651
2013-07-27,8,2723
2013-07-27,9,2478
2013-07-27,10,1160
2013-07-27,11,2341
2013-07-27,12,1356
2013-07-27,13,1249
2013-07-27,14,1848
2013-07-27,15,1363
2013-07-27,16,1057
2013-07-27,17,1456
2013-07-27,18,1197
2013-07-27,19,1869
2013-07-27,23,1183
2013-07-27,24,2547
2013-07-27,25,1092
2013-07-27,26,814
2013-07-27,27,1636
2013-07-27,28,1182
2013-07-27,31,1533
2013-07-27,32,748
2013-07-27,33,1201
2013-07-27,34,2694
2013-07-27,35,612
2013-07-27,36,976
2013-07-27,37,1503
2013-07-27,38,2168
2013-07-27,39,1635
2013-07-27,40,1122
2013-07-27,41,993
2013-07-27,43,1285
2013-07-27,44,4413
2013-07-27,45,3930
2013-07-27,46,4138
2013-07-27,47,3982
2013-07-27,48,3402
2013-07-27,49,2371
2013-07-27,50,3182
2013-07-27,51,1919
2013-07-27,54,941
2013-07-28,1,439
2013-07-28,2,1755
2013-07-28,3,3221
2013-07-28,4,1572
2013-07-28,5,1429
2013-07-28,6,2047
2013-07-28,7,1421
2013-07-28,8,2531
2013-07-28,9,2087
2013-07-28,10,825
2013-07-28,11,2154
2013-07-28,12,1183
2013-07-28,13,887
2013-07-28,14,1062
2013-07-28,15,996
2013-07-28,16,1238
2013-07-28,17,1267
2013-07-28,18,1102
2013-07-28,19,1099
2013-07-28,23,1101
2013-07-28,24,1964
2013-07-28,25,668
2013-07-28,26,831
2013-07-28,27,1819
2013-07-28,28,1423
2013-07-28,31,1478
2013-07-28,32,697
2013-07-28,33,1074
2013-07-28,34,2454
2013-07-28,35,520
2013-07-28,36,1132
2013-07-28,37,1015
2013-07-28,38,2106
2013-07-28,39,1411
2013-07-28,40,1065
2013-07-28,41,1174
2013-07-28,43,1323
2013-07-28,44,4241
2013-07-28,45,3914
2013-07-28,46,4068
2013-07-28,47,3950
2013-07-28,48,3767
2013-07-28,49,2253
2013-07-28,50,3017
2013-07-28,51,1777
2013-07-28,54,1172
2013-07-29,1,1802
2013-07-29,2,1756
2013-07-29,3,2867
2013-07-29,4,1337
2013-07-29,5,1463
2013-07-29,6,1618
2013-07-29,7,1686
2013-07-29,8,2744
2013-07-29,9,1995
2013-07-29,10,1021
2013-07-29,11,2349
2013-07-29,12,1193
2013-07-29,13,949
2013-07-29,14,1580
2013-07-29,15,1358
2013-07-29,16,1038
2013-07-29,17,1265
2013-07-29,18,1307
2013-07-29,19,1308
2013-07-29,23,1145
2013-07-29,24,2312
2013-07-29,25,686
2013-07-29,26,661
2013-07-29,27,1130
2013-07-29,28,884
2013-07-29,31,1198
2013-07-29,32,636
2013-07-29,33,1082
2013-07-29,34,2294
2013-07-29,35,500
2013-07-29,36,349
2013-07-29,37,1413
2013-07-29,38,1606
2013-07-29,39,1361
2013-07-29,40,1175
2013-07-29,41,740
2013-07-29,43,1224
2013-07-29,44,3520
2013-07-29,45,3063
2013-07-29,46,3011
2013-07-29,47,3212
2013-07-29,48,2388
2013-07-29,49,1796
2013-07-29,50,2441
2013-07-29,51,1612
2013-07-29,54,836
2013-07-30,1,1741
2013-07-30,2,1762
2013-07-30,3,2908
2013-07-30,4,1364
2013-07-30,5,1419
2013-07-30,6,1642
2013-07-30,7,1621
2013-07-30,8,2605
2013-07-30,9,2078
2013-07-30,10,1204
2013-07-30,11,2186
2013-07-30,12,1247
2013-07-30,13,982
2013-07-30,14,1462
2013-07-30,15,1352
2013-07-30,16,944
2013-07-30,17,1359
2013-07-30,18,1411
2013-07-30,19,1167
2013-07-30,23,1149
2013-07-30,24,2284
2013-07-30,25,682
2013-07-30,26,601
2013-07-30,27,1104
2013-07-30,28,1024
2013-07-30,31,1242
2013-07-30,32,639
2013-07-30,33,1082
2013-07-30,34,2186
2013-07-30,35,549
2013-07-30,36,635
2013-07-30,37,1433
2013-07-30,38,1444
2013-07-30,39,1437
2013-07-30,40,1093
2013-07-30,41,752
2013-07-30,43,1173
2013-07-30,44,3499
2013-07-30,45,3018
2013-07-30,46,3076
2013-07-30,47,3072
2013-07-30,48,2325
2013-07-30,49,1781
2013-07-30,50,2469
2013-07-30,51,1505
2013-07-30,54,804
2013-07-31,1,1828
2013-07-31,2,1930
2013-07-31,3,3071
2013-07-31,4,1463
2013-07-31,5,1466
2013-07-31,6,1766
2013-07-31,7,1791
2013-07-31,8,2879
2013-07-31,9,2122
2013-07-31,10,999
2013-07-31,11,2315
2013-07-31,12,1269
2013-07-31,13,881
2013-07-31,14,1498
2013-07-31,15,1326
2013-07-31,16,924
2013-07-31,17,1188
2013-07-31,18,1362
2013-07-31,19,1239
2013-07-31,23,1206
2013-07-31,24,2688
2013-07-31,25,754
2013-07-31,26,817
2013-07-31,27,1262
2013-07-31,28,908
2013-07-31,30,969
2013-07-31,31,1084
2013-07-31,32,658
2013-07-31,33,963
2013-07-31,34,2141
2013-07-31,35,522
2013-07-31,36,824
2013-07-31,37,1474
2013-07-31,38,1684
2013-07-31,39,1322
2013-07-31,40,1037
2013-07-31,41,846
2013-07-31,43,1100
2013-07-31,44,4188
2013-07-31,45,3325
2013-07-31,46,3430
2013-07-31,47,3544
2013-07-31,48,2764
2013-07-31,49,1898
2013-07-31,50,2619
2013-07-31,51,1792
2013-07-31,54,677
2013-08-01,1,1767
2013-08-01,2,1777
2013-08-01,3,2971
2013-08-01,4,1363
2013-08-01,5,1484
2013-08-01,6,1714
2013-08-01,7,1642
2013-08-01,8,2851
2013-08-01,9,2465
2013-08-01,10,1153
2013-08-01,11,2785
2013-08-01,12,1328
2013-08-01,13,990
2013-08-01,14,1570
2013-08-01,15,1328
2013-08-01,16,990
2013-08-01,17,1205
2013-08-01,18,1346
2013-08-01,19,1079
2013-08-01,23,1094
2013-08-01,24,2423
2013-08-01,25,698
2013-08-01,26,863
2013-08-01,27,1122
2013-08-01,28,1133
2013-08-01,30,883
2013-08-01,31,1336
2013-08-01,32,773
2013-08-01,33,1078
2013-08-01,34,2448
2013-08-01,35,633
2013-08-01,36,1055
2013-08-01,37,1460
2013-08-01,38,1617
2013-08-01,39,1420
2013-08-01,40,1168
2013-08-01,41,827
2013-08-01,43,1243
2013-08-01,44,3797
2013-08-01,45,3211
2013-08-01,46,3343
2013-08-01,47,3446
2013-08-01,48,2972
2013-08-01,49,1898
2013-08-01,50,2661
2013-08-01,51,1615
2013-08-01,54,715
2013-08-02,1,1748
2013-08-02,2,1900
2013-08-02,3,3213
2013-08-02,4,1472
2013-08-02,5,1509
2013-08-02,6,1716
2013-08-02,7,1763
2013-08-02,8,2929
2013-08-02,9,2141
2013-08-02,10,1068
2013-08-02,11,2674
2013-08-02,12,1131
2013-08-02,13,937
2013-08-02,14,1340
2013-08-02,15,1254
2013-08-02,16,997
2013-08-02,17,1182
2013-08-02,18,1309
2013-08-02,19,1160
2013-08-02,23,1253
2013-08-02,24,2610
2013-08-02,25,842
2013-08-02,26,840
2013-08-02,27,1175
2013-08-02,28,1028
2013-08-02,30,767
2013-08-02,31,1150
2013-08-02,32,717
2013-08-02,33,1018
2013-08-02,34,2584
2013-08-02,35,535
2013-08-02,36,847
2013-08-02,37,1463
2013-08-02,38,1698
2013-08-02,39,1444
2013-08-02,40,1080
2013-08-02,41,869
2013-08-02,43,1422
2013-08-02,44,4006
2013-08-02,45,3491
2013-08-02,46,3355
2013-08-02,47,3496
2013-08-02,48,2672
2013-08-02,49,2060
2013-08-02,50,2566
2013-08-02,51,1873
2013-08-02,54,823
2013-08-03,1,1290
2013-08-03,2,1919
2013-08-03,3,3613
2013-08-03,4,1711
2013-08-03,5,1732
2013-08-03,6,2068
2013-08-03,7,1706
2013-08-03,8,2860
2013-08-03,9,2683
2013-08-03,10,1396
2013-08-03,11,2910
2013-08-03,12,1247
2013-08-03,13,1295
2013-08-03,14,1855
2013-08-03,15,1412
2013-08-03,16,1196
2013-08-03,17,1505
2013-08-03,18,1297
2013-08-03,19,1930
2013-08-03,23,1170
2013-08-03,24,2693
2013-08-03,25,1101
2013-08-03,26,1026
2013-08-03,27,1575
2013-08-03,28,1391
2013-08-03,30,956
2013-08-03,31,1551
2013-08-03,32,905
2013-08-03,33,1344
2013-08-03,34,2869
2013-08-03,35,693
2013-08-03,36,1116
2013-08-03,37,1525
2013-08-03,38,2171
2013-08-03,39,1742
2013-08-03,40,1263
2013-08-03,41,1156
2013-08-03,43,1556
2013-08-03,44,4576
2013-08-03,45,4207
2013-08-03,46,4540
2013-08-03,47,4388
2013-08-03,48,3800
2013-08-03,49,2435
2013-08-03,50,3224
2013-08-03,51,2266
2013-08-03,54,1062
2013-08-04,1,453
2013-08-04,2,1786
2013-08-04,3,3359
2013-08-04,4,1629
2013-08-04,5,1594
2013-08-04,6,2093
2013-08-04,7,1452
2013-08-04,8,2615
2013-08-04,9,2285
2013-08-04,10,1027
2013-08-04,11,2823
2013-08-04,12,1146
2013-08-04,13,905
2013-08-04,14,1042
2013-08-04,15,1034
2013-08-04,16,1345
2013-08-04,17,1331
2013-08-04,18,1302
2013-08-04,19,1179
2013-08-04,23,1109
2013-08-04,24,2024
2013-08-04,25,721
2013-08-04,26,1036
2013-08-04,27,1782
2013-08-04,28,1619
2013-08-04,30,828
2013-08-04,31,1647
2013-08-04,32,783
2013-08-04,33,1291
2013-08-04,34,2511
2013-08-04,35,685
2013-08-04,36,1183
2013-08-04,37,1132
2013-08-04,38,2061
2013-08-04,39,1448
2013-08-04,40,1120
2013-08-04,41,1300
2013-08-04,43,1308
2013-08-04,44,4563
2013-08-04,45,4137
2013-08-04,46,4730
2013-08-04,47,4473
2013-08-04,48,4225
2013-08-04,49,2381
2013-08-04,50,3081
2013-08-04,51,1969
2013-08-04,54,1258
2013-08-05,1,1763
2013-08-05,2,1860
2013-08-05,3,3080
2013-08-05,4,1426
2013-08-05,5,1660
2013-08-05,6,1797
2013-08-05,7,1750
2013-08-05,8,2880
2013-08-05,9,2465
2013-08-05,10,1215
2013-08-05,11,2786
2013-08-05,12,1297
2013-08-05,13,1034
2013-08-05,14,1709
2013-08-05,15,1450
2013-08-05,16,1107
2013-08-05,17,1349
2013-08-05,18,1361
2013-08-05,19,1472
2013-08-05,23,1198
2013-08-05,24,2502
2013-08-05,25,764
2013-08-05,26,807
2013-08-05,27,1148
2013-08-05,28,1155
2013-08-05,30,828
2013-08-05,31,1310
2013-08-05,32,796
2013-08-05,33,1200
2013-08-05,34,2451
2013-08-05,35,604
2013-08-05,36,945
2013-08-05,37,1411
2013-08-05,38,1591
2013-08-05,39,1550
2013-08-05,40,1370
2013-08-05,41,888
2013-08-05,43,1411
2013-08-05,44,3833
2013-08-05,45,3487
2013-08-05,46,3599
2013-08-05,47,3708
2013-08-05,48,2896
2013-08-05,49,1974
2013-08-05,50,2600
2013-08-05,51,1663
2013-08-05,54,930
2013-08-06,1,1717
2013-08-06,2,1784
2013-08-06,3,2989
2013-08-06,4,1468
2013-08-06,5,1556
2013-08-06,6,1679
2013-08-06,7,1623
2013-08-06,8,2711
2013-08-06,9,2211
2013-08-06,10,1247
2013-08-06,11,2810
2013-08-06,12,1271
2013-08-06,13,1010
2013-08-06,14,1481
2013-08-06,15,1455
2013-08-06,16,1050
2013-08-06,17,1285
2013-08-06,18,1386
2013-08-06,19,1147
2013-08-06,23,1228
2013-08-06,24,2535
2013-08-06,25,740
2013-08-06,26,715
2013-08-06,27,1116
2013-08-06,28,1229
2013-08-06,30,755
2013-08-06,31,1290
2013-08-06,32,673
2013-08-06,33,1201
2013-08-06,34,2435
2013-08-06,35,592
2013-08-06,36,1018
2013-08-06,37,1282
2013-08-06,38,1514
2013-08-06,39,1471
2013-08-06,40,1226
2013-08-06,41,869
2013-08-06,43,1383
2013-08-06,44,3526
2013-08-06,45,3191
2013-08-06,46,3273
2013-08-06,47,3289
2013-08-06,48,2656
2013-08-06,49,1829
2013-08-06,50,2532
2013-08-06,51,1614
2013-08-06,54,865
2013-08-07,1,1800
2013-08-07,2,1922
2013-08-07,3,3110
2013-08-07,4,1536
2013-08-07,5,1502
2013-08-07,6,1767
2013-08-07,7,1740
2013-08-07,8,2826
2013-08-07,9,2151
2013-08-07,10,1061
2013-08-07,11,2432
2013-08-07,12,1204
2013-08-07,13,899
2013-08-07,14,1450
2013-08-07,15,1330
2013-08-07,16,956
2013-08-07,17,1210
2013-08-07,18,1293
2013-08-07,19,1146
2013-08-07,23,1177
2013-08-07,24,2632
2013-08-07,25,839
2013-08-07,26,738
2013-08-07,27,1178
2013-08-07,28,1020
2013-08-07,30,734
2013-08-07,31,1036
2013-08-07,32,646
2013-08-07,33,1050
2013-08-07,34,2172
2013-08-07,35,473
2013-08-07,36,799
2013-08-07,37,1439
2013-08-07,38,1714
2013-08-07,39,1361
2013-08-07,40,1119
2013-08-07,41,808
2013-08-07,43,1271
2013-08-07,44,3971
2013-08-07,45,3295
2013-08-07,46,3442
2013-08-07,47,3519
2013-08-07,48,2725
2013-08-07,49,1897
2013-08-07,50,2528
2013-08-07,51,1761
2013-08-07,54,747
2013-08-08,1,1650
2013-08-08,2,1594
2013-08-08,3,2675
2013-08-08,4,1246
2013-08-08,5,1582
2013-08-08,6,1533
2013-08-08,7,1596
2013-08-08,8,2518
2013-08-08,9,2312
2013-08-08,10,989
2013-08-08,11,2441
2013-08-08,12,1254
2013-08-08,13,940
2013-08-08,14,1396
2013-08-08,15,1323
2013-08-08,16,1044
2013-08-08,17,1112
2013-08-08,18,1279
2013-08-08,19,1059
2013-08-08,23,1169
2013-08-08,24,2255
2013-08-08,25,797
2013-08-08,26,661
2013-08-08,27,1084
2013-08-08,28,1084
2013-08-08,30,727
2013-08-08,31,1209
2013-08-08,32,662
2013-08-08,33,1017
2013-08-08,34,2350
2013-08-08,35,551
2013-08-08,36,870
2013-08-08,37,1331
2013-08-08,38,1442
2013-08-08,39,1358
2013-08-08,40,1053
2013-08-08,41,788
2013-08-08,43,1215
2013-08-08,44,3318
2013-08-08,45,2984
2013-08-08,46,3076
2013-08-08,47,3193
2013-08-08,48,2392
2013-08-08,49,1828
2013-08-08,50,2393
2013-08-08,51,1491
2013-08-08,54,751
2013-08-09,1,1785
2013-08-09,2,1915
2013-08-09,3,3069
2013-08-09,4,1474
2013-08-09,5,1508
2013-08-09,6,1670
2013-08-09,7,1737
2013-08-09,8,2947
2013-08-09,9,2038
2013-08-09,10,985
2013-08-09,11,2410
2013-08-09,12,1123
